office,year,month,consumption
87,2020,4,5401320
87,2020,5,4322248
87,2020,6,6769711
87,2020,7,719464
87,2020,8,882220
87,2020,9,5319133
87,2020,10,8454154
87,2020,11,2774572
87,2020,12,4364606
87,2021,1,1477133
87,2021,2,2780471
87,2021,3,4189482
87,2021,4,74219
87,2021,5,8115927
87,2021,6,1577632
87,2021,7,4489249
87,2021,8,4127671
87,2021,9,2717264
87,2021,10,5826373
87,2021,11,5523719
87,2021,12,4017557
87,2022,1,4517892
87,2022,2,8520842
87,2022,3,4705152
87,2022,4,615824
87,2022,5,5838077
87,2022,6,99648
87,2022,7,6262730
87,2022,8,3389601
87,2022,9,8432816
87,2022,10,1926216
87,2022,11,192774
87,2022,12,1360363
87,2023,1,2783455
87,2023,2,6353284
87,2023,3,4088590
87,2023,4,9277227
87,2023,5,9193768
87,2023,6,769524
87,2023,7,5398959
87,2023,8,6326018
87,2023,9,8752595
87,2023,10,9579141
87,2023,11,9934781
87,2023,12,4731151
88,2019,1,78985767
88,2019,2,1977443
88,2019,3,5234384
88,2019,4,50770577
88,2019,5,49031413
88,2019,6,95230644
88,2019,7,10197829
88,2019,8,32697337
88,2019,9,6403797
88,2019,10,60890839
88,2019,11,75438566
88,2019,12,81289657
88,2020,1,42404052
88,2020,2,37305061
88,2020,3,94869440
88,2020,4,51337257
88,2020,5,42179051
88,2020,6,47510826
88,2020,7,12765730
88,2020,8,91305264
88,2020,9,79580796
88,2020,10,13262836
88,2020,11,64380509
88,2020,12,33126231
88,2021,1,40576062
88,2021,2,53970663
88,2021,3,65410396
88,2021,4,62625209
88,2021,5,16228847
88,2021,6,5853659
88,2021,7,24717248
88,2021,8,81412369
88,2021,9,6662364
88,2021,10,72924965
88,2021,11,56546844
88,2021,12,76261478
88,2022,1,27010516
88,2022,2,75440244
88,2022,3,3960481
88,2022,4,72098363
88,2022,5,52919699
88,2022,6,62691848
88,2022,7,13550034
88,2022,8,37917912
88,2022,9,24534531
88,2022,10,21179687
88,2022,11,96815084
88,2022,12,23286160
88,2023,1,79358796
88,2023,2,86458804
88,2023,3,10846694
88,2023,4,73191698
88,2023,5,47995164
88,2023,6,94586848
88,2023,7,23315141
88,2023,8,30333021
88,2023,9,39436171
88,2023,10,37809088
88,2023,11,2547199
88,2023,12,79721907
89,2019,1,723032
89,2019,2,975086
89,2019,3,352055
89,2019,4,77951
89,2019,5,46510
89,2019,6,548499
89,2019,7,990202
89,2019,8,425910
89,2019,9,498598
89,2019,10,331765
89,2019,11,679885
89,2019,12,205908
89,2020,1,370298
89,2020,2,640625
89,2020,3,857213
89,2020,4,205573
89,2020,5,457378
89,2020,6,606889
89,2020,7,987554
89,2020,8,546100
89,2020,9,197900
89,2020,10,954073
89,2020,11,741136
89,2020,12,622679
89,2021,1,328604
89,2021,2,122709
89,2021,3,631466
89,2021,4,517419
89,2021,5,333347
89,2021,6,781893
89,2021,7,404231
89,2021,8,294737
89,2021,9,588998
89,2021,10,148459
89,2021,11,64824
89,2021,12,452152
89,2022,1,534613
89,2022,2,827248
89,2022,3,878609
89,2022,4,179623
89,2022,5,736577
89,2022,6,911628
89,2022,7,616592
89,2022,8,603742
89,2022,9,846841
89,2022,10,255614
89,2022,11,975194
89,2022,12,747660
89,2023,1,471577
89,2023,2,94061
89,2023,3,816910
89,2023,4,656918
89,2023,5,38452
89,2023,6,337728
89,2023,7,752832
89,2023,8,576387
89,2023,9,471712
89,2023,10,945024
89,2023,11,601968
89,2023,12,445876
90,2019,1,34344533
90,2019,2,7429844
90,2019,3,7842076
90,2019,4,94165230
90,2019,5,56947491
90,2019,6,59244024
90,2019,7,18827837
90,2019,8,10184788
90,2019,9,80893031
90,2019,10,31172856
90,2019,11,92366740
90,2019,12,52146229
90,2020,1,35324732
90,2020,2,87920697
90,2020,3,624349
90,2020,4,5647266
90,2020,5,30706617
90,2020,6,87223008
90,2020,7,37227995
90,2020,8,6851075
90,2020,9,95255208
90,2020,10,29488901
90,2020,11,25607639
90,2020,12,71258503
90,2021,1,87509849
90,2021,2,5956812
90,2021,3,57043233
90,2021,4,38548103
90,2021,5,75783414
90,2021,6,92248626
90,2021,7,62016649
90,2021,8,79083665
90,2021,9,96781054
90,2021,10,30735279
90,2021,11,45657042
90,2021,12,52235226
90,2022,1,70035086
90,2022,2,25161490
90,2022,3,935494
90,2022,4,89132076
90,2022,5,31097801
90,2022,6,1849934
90,2022,7,74455360
90,2022,8,52629468
90,2022,9,52559257
90,2022,10,75479463
90,2022,11,7748709
90,2022,12,7854602
90,2023,1,3313822
90,2023,2,92229050
90,2023,3,65131498
90,2023,4,94534012
90,2023,5,90999449
90,2023,6,8908840
90,2023,7,10942605
90,2023,8,62286626
90,2023,9,89327383
90,2023,10,87637408
90,2023,11,11879013
90,2023,12,45759602
91,2019,1,6973643
91,2019,2,5948882
91,2019,3,6155704
91,2019,4,9967505
91,2019,5,241054
91,2019,6,2046097
91,2019,7,713405
91,2019,8,7024542
91,2019,9,3732548
91,2019,10,988719
91,2019,11,9962135
91,2019,12,8575367
91,2020,1,1726890
91,2020,2,248146
91,2020,3,7013357
91,2020,4,6310352
91,2020,5,7559897
91,2020,6,1041400
91,2020,7,1655167
91,2020,8,3209088
91,2020,9,2936839
91,2020,10,6103312
91,2020,11,9021282
91,2020,12,6669063
91,2021,1,1402225
91,2021,2,1023640
91,2021,3,8974131
91,2021,4,7856261
91,2021,5,6139347
91,2021,6,8584885
91,2021,7,4717349
91,2021,8,1349732
91,2021,9,7477347
91,2021,10,9592229
91,2021,11,4017224
91,2021,12,5311657
91,2022,1,2352940
91,2022,2,4635892
91,2022,3,9141742
91,2022,4,5708826
91,2022,5,8075923
91,2022,6,7370422
91,2022,7,1415973
91,2022,8,8286276
91,2022,9,537995
91,2022,10,1738127
91,2022,11,3965205
91,2022,12,8408686
91,2023,1,5040232
91,2023,2,1528429
91,2023,3,6645352
91,2023,4,953309
91,2023,5,7162439
91,2023,6,9610816
91,2023,7,3838510
91,2023,8,8605461
91,2023,9,1413478
91,2023,10,6762879
91,2023,11,9256338
91,2023,12,6566998
92,2019,1,817573
92,2019,2,406604
92,2019,3,300757
92,2019,4,456674
92,2019,5,290882
92,2019,6,571054
92,2019,7,19276
92,2019,8,387281
92,2019,9,287816
92,2019,10,291590
92,2019,11,478569
92,2019,12,365655
92,2020,1,688226
92,2020,2,937647
92,2020,3,329581
92,2020,4,971937
92,2020,5,619755
92,2020,6,795392
92,2020,7,815977
92,2020,8,156704
92,2020,9,537520
92,2020,10,368622
92,2020,11,844409
92,2020,12,64916
92,2021,1,841771
92,2021,2,493705
92,2021,3,942665
92,2021,4,341572
92,2021,5,730252
92,2021,6,791919
92,2021,7,940414
92,2021,8,240373
92,2021,9,695627
92,2021,10,937120
92,2021,11,897992
92,2021,12,946617
92,2022,1,174410
92,2022,2,167693
92,2022,3,650890
92,2022,4,360289
92,2022,5,183439
92,2022,6,618442
92,2022,7,888480
92,2022,8,504849
92,2022,9,389430
92,2022,10,933894
92,2022,11,354361
92,2022,12,255804
92,2023,1,345933
92,2023,2,114750
92,2023,3,12185
92,2023,4,30791
92,2023,5,113877
92,2023,6,569194
92,2023,7,420449
92,2023,8,704416
92,2023,9,522777
92,2023,10,507887
92,2023,11,167888
92,2023,12,97186
93,2019,1,54264191
93,2019,2,33714070
93,2019,3,91837259
93,2019,4,43214499
93,2019,5,40012851
93,2019,6,49687549
93,2019,7,53290238
93,2019,8,59440628
93,2019,9,76831254
93,2019,10,38887004
93,2019,11,18294150
93,2019,12,29439086
93,2020,1,75542438
93,2020,2,80624583
93,2020,3,46886310
93,2020,4,91471053
93,2020,5,76646085
93,2020,6,66633548
93,2020,7,25453952
93,2020,8,71267762
93,2020,9,61447492
93,2020,10,38985115
93,2020,11,16755092
93,2020,12,34265807
93,2021,1,95311544
93,2021,2,60339275
93,2021,3,61569563
93,2021,4,864642
93,2021,5,91601001
93,2021,6,89695880
93,2021,7,1293291
93,2021,8,99014101
93,2021,9,11796035
93,2021,10,28319
93,2021,11,84537575
93,2021,12,20403980
93,2022,1,63378260
93,2022,2,87971369
93,2022,3,13366711
93,2022,4,79523782
93,2022,5,74517194
93,2022,6,8023017
93,2022,7,88660982
93,2022,8,46180276
93,2022,9,22293714
93,2022,10,78968918
93,2022,11,46131353
93,2022,12,23449998
93,2023,1,26657167
93,2023,2,62969397
93,2023,3,83194904
93,2023,4,50610510
93,2023,5,43628039
93,2023,6,726327
93,2023,7,58251835
93,2023,8,92818691
93,2023,9,63766931
93,2023,10,89173191
93,2023,11,70799837
93,2023,12,56241974
94,2019,1,57299350
94,2019,2,88293155
94,2019,3,88958483
94,2019,4,88098464
94,2019,5,91583101
94,2019,6,85566215
94,2019,7,62885681
94,2019,8,70003741
94,2019,9,97178328
94,2019,10,94052494
94,2019,11,41108441
94,2019,12,72030991
94,2020,1,98562259
94,2020,2,670811
94,2020,3,58634732
94,2020,4,74354999
94,2020,5,18140692
94,2020,6,15956266
94,2020,7,87514528
94,2020,8,96061160
94,2020,9,95218026
94,2020,10,88236546
94,2020,11,85623144
94,2020,12,11386815
94,2021,1,66004199
94,2021,2,15188862
94,2021,3,1172483
94,2021,4,78272621
94,2021,5,37272688
94,2021,6,50665064
94,2021,7,36207263
94,2021,8,54729207
94,2021,9,86141723
94,2021,10,46851675
94,2021,11,67006755
94,2021,12,97328085
94,2022,1,43408626
94,2022,2,96873393
94,2022,3,42725626
94,2022,4,2220683
94,2022,5,93586400
94,2022,6,62453181
94,2022,7,82676568
94,2022,8,75103165
94,2022,9,44101527
94,2022,10,11333920
94,2022,11,4333541
94,2022,12,82971258
94,2023,1,42172011
94,2023,2,36758714
94,2023,3,84932877
94,2023,4,5083849
94,2023,5,47563817
94,2023,6,68249891
94,2023,7,81254432
94,2023,8,94870557
94,2023,9,65600812
94,2023,10,41384428
94,2023,11,94837043
94,2023,12,75756378
95,2019,1,489821
95,2019,2,70797
95,2019,3,234376
95,2019,4,648154
95,2019,5,390235
95,2019,6,337666
95,2019,7,18007
95,2019,8,51278
95,2019,9,716615
95,2019,10,738976
95,2019,11,628562
95,2019,12,592175
95,2020,1,157990
95,2020,2,561564
95,2020,3,732246
95,2020,4,289552
95,2020,5,159971
95,2020,6,342027
95,2020,7,884321
95,2020,8,167334
95,2020,9,152589
95,2020,10,412469
95,2020,11,845790
95,2020,12,877564
95,2021,1,669460
95,2021,2,711647
95,2021,3,768105
95,2021,4,71017
95,2021,5,340744
95,2021,6,601130
95,2021,7,497384
95,2021,8,681798
95,2021,9,982437
95,2021,10,662458
95,2021,11,590554
95,2021,12,347563
95,2022,1,779048
95,2022,2,758114
95,2022,3,559085
95,2022,4,287162
95,2022,5,824830
95,2022,6,422345
95,2022,7,634452
95,2022,8,210506
95,2022,9,60222
95,2022,10,480031
95,2022,11,923124
95,2022,12,135055
95,2023,1,46746
95,2023,2,207037
95,2023,3,790635
95,2023,4,699280
95,2023,5,423174
95,2023,6,938089
95,2023,7,37062
95,2023,8,612706
95,2023,9,399134
95,2023,10,530996
95,2023,11,107621
95,2023,12,560963
96,2019,1,90817436
96,2019,2,94707795
96,2019,3,61078314
96,2019,4,15294548
96,2019,5,17462641
96,2019,6,11066286
96,2019,7,86064340
96,2019,8,78875095
96,2019,9,68428913
96,2019,10,19733360
96,2019,11,44693325
96,2019,12,21352365
96,2020,1,90155449
96,2020,2,62189066
96,2020,3,8197969
96,2020,4,45068776
96,2020,5,83016633
96,2020,6,91901022
96,2020,7,84321904
96,2020,8,10366550
96,2020,9,57657966
96,2020,10,76329236
96,2020,11,38148144
96,2020,12,93144671
96,2021,1,64755279
96,2021,2,43062503
96,2021,3,8075263
96,2021,4,93547338
96,2021,5,32239343
96,2021,6,95963390
96,2021,7,27644819
96,2021,8,50093682
96,2021,9,60644858
96,2021,10,907817
96,2021,11,1705434
96,2021,12,88003057
96,2022,1,12875011
96,2022,2,26539919
96,2022,3,30135404
96,2022,4,6628862
96,2022,5,45557683
96,2022,6,56095222
96,2022,7,9033806
96,2022,8,46666492
96,2022,9,27872501
96,2022,10,16338428
96,2022,11,31269251
96,2022,12,35030750
96,2023,1,76078560
96,2023,2,97508708
96,2023,3,75531920
96,2023,4,43703593
96,2023,5,65000985
96,2023,6,86843494
96,2023,7,71371561
96,2023,8,41852016
96,2023,9,65167124
96,2023,10,36805818
96,2023,11,70224109
96,2023,12,5403073
97,2019,1,235399
97,2019,2,855743
97,2019,3,53711
97,2019,4,328675
97,2019,5,315500
97,2019,6,443465
97,2019,7,387981
97,2019,8,936076
97,2019,9,490788
97,2019,10,713691
97,2019,11,738643
97,2019,12,859106
97,2020,1,664364
97,2020,2,127057
97,2020,3,118757
97,2020,4,736449
97,2020,5,907387
97,2020,6,94860
97,2020,7,140448
97,2020,8,282416
97,2020,9,855877
97,2020,10,387073
97,2020,11,963071
97,2020,12,535457
97,2021,1,612980
97,2021,2,328831
97,2021,3,571747
97,2021,4,780382
97,2021,5,430511
97,2021,6,377833
97,2021,7,6452
97,2021,8,718931
97,2021,9,706913
97,2021,10,579406
97,2021,11,602839
97,2021,12,514985
97,2022,1,363459
97,2022,2,114400
97,2022,3,333121
97,2022,4,383091
97,2022,5,856660
97,2022,6,580068
97,2022,7,819930
97,2022,8,101653
97,2022,9,626446
97,2022,10,832041
97,2022,11,398671
97,2022,12,191986
97,2023,1,498017
97,2023,2,371811
97,2023,3,707272
97,2023,4,206288
97,2023,5,672538
97,2023,6,512798
97,2023,7,437621
97,2023,8,301594
97,2023,9,732356
97,2023,10,237198
97,2023,11,356836
97,2023,12,372391
98,2019,1,5283741
98,2019,2,8394501
98,2019,3,258700
98,2019,4,1436260
98,2019,5,1879201
98,2019,6,9441106
98,2019,7,281945
98,2019,8,8422422
98,2019,9,4937576
98,2019,10,3228268
98,2019,11,6692424
98,2019,12,4276678
98,2020,1,9971149
98,2020,2,8439185
98,2020,3,6174268
98,2020,4,1838985
98,2020,5,6917239
98,2020,6,9841164
98,2020,7,9603817
98,2020,8,4370812
98,2020,9,5296244
98,2020,10,9878860
98,2020,11,4384776
98,2020,12,2875444
98,2021,1,1024867
98,2021,2,9639201
98,2021,3,5675359
98,2021,4,2159846
98,2021,5,6925978
98,2021,6,7535509
98,2021,7,9030973
98,2021,8,3802171
98,2021,9,190302
98,2021,10,948800
98,2021,11,8586930
98,2021,12,8825262
98,2022,1,2523055
98,2022,2,2325393
98,2022,3,3420035
98,2022,4,2545407
98,2022,5,7772825
98,2022,6,8766759
98,2022,7,6554537
98,2022,8,5135982
98,2022,9,3292123
98,2022,10,865507
98,2022,11,4584927
98,2022,12,8704465
98,2023,1,7693266
98,2023,2,7629056
98,2023,3,6849288
98,2023,4,374258
98,2023,5,5250698
98,2023,6,9573002
98,2023,7,4265325
98,2023,8,9577245
98,2023,9,449929
98,2023,10,5566716
98,2023,11,4191795
98,2023,12,9394500
99,2019,1,4106834
99,2019,2,6198864
99,2019,3,4338250
99,2019,4,1230364
99,2019,5,7828589
99,2019,6,7610845
99,2019,7,9547177
99,2019,8,8054129
99,2019,9,8857143
99,2019,10,4707728
99,2019,11,4442843
99,2019,12,3506763
99,2020,1,8900986
99,2020,2,9906413
99,2020,3,1208902
99,2020,4,9432887
99,2020,5,2322753
99,2020,6,9228704
99,2020,7,5137105
99,2020,8,321416
99,2020,9,5411726
99,2020,10,3520812
99,2020,11,7957250
99,2020,12,4292524
99,2021,1,1196745
99,2021,2,9284566
99,2021,3,7826951
99,2021,4,2024482
99,2021,5,4805562
99,2021,6,3649130
99,2021,7,4657303
99,2021,8,4745886
99,2021,9,1848224
99,2021,10,6923583
99,2021,11,1772521
99,2021,12,4277982
99,2022,1,7513454
99,2022,2,5706686
99,2022,3,5824297
99,2022,4,7629872
99,2022,5,5714491
99,2022,6,1383502
99,2022,7,6864006
99,2022,8,6447868
99,2022,9,2079068
99,2022,10,7882099
99,2022,11,8222326
99,2022,12,9796010
99,2023,1,7440012
99,2023,2,5833131
99,2023,3,7386993
99,2023,4,5451443
99,2023,5,1013544
99,2023,6,4719136
99,2023,7,9779892
99,2023,8,9148340
99,2023,9,767829
99,2023,10,8925129
99,2023,11,4648879
99,2023,12,9079752
100,2019,1,9954209
100,2019,2,8135167
100,2019,3,76723
100,2019,4,4023275
100,2019,5,2089233
100,2019,6,1432682
100,2019,7,830450
100,2019,8,5407974
100,2019,9,1035820
100,2019,10,6219144
100,2019,11,1088184
100,2019,12,4552528
100,2020,1,4724144
100,2020,2,3154557
100,2020,3,4287501
100,2020,4,9681348
100,2020,5,7803743
100,2020,6,1253175
100,2020,7,4903964
100,2020,8,1095143
100,2020,9,1084587
100,2020,10,4101774
100,2020,11,10652
100,2020,12,7878290
100,2021,1,5437859
100,2021,2,9897204
100,2021,3,6649020
100,2021,4,7966242
100,2021,5,4902895
100,2021,6,1434068
100,2021,7,9019534
100,2021,8,164870
100,2021,9,9984968
100,2021,10,8418689
100,2021,11,4595012
100,2021,12,6193678
100,2022,1,5774301
100,2022,2,6280374
100,2022,3,5641604
100,2022,4,5210447
100,2022,5,3844558
100,2022,6,8782614
100,2022,7,9457336
100,2022,8,8710569
100,2022,9,2350168
100,2022,10,1456012
100,2022,11,7720394
100,2022,12,8504158
100,2023,1,9122465
100,2023,2,5250705
100,2023,3,6779408
100,2023,4,9560175
100,2023,5,6911795
100,2023,6,6333785
100,2023,7,948701
100,2023,8,6703828
100,2023,9,7933334
100,2023,10,6850539
100,2023,11,8663195
100,2023,12,3421449
101,2019,1,3847399
101,2019,2,8092880
101,2019,3,9851362
101,2019,4,6363089
101,2019,5,132358
101,2019,6,3343461
101,2019,7,1940753
101,2019,8,9283829
101,2019,9,9757710
101,2019,10,2666772
101,2019,11,629138
101,2019,12,9651761
101,2020,1,6471753
101,2020,2,2067850
101,2020,3,8561749
101,2020,4,1986949
101,2020,5,9657923
101,2020,6,5006221
101,2020,7,2468115
101,2020,8,3471897
101,2020,9,8849665
101,2020,10,460466
101,2020,11,9247255
101,2020,12,814023
101,2021,1,5351827
101,2021,2,5919147
101,2021,3,4182699
101,2021,4,7207497
101,2021,5,1300837
101,2021,6,1605703
101,2021,7,2058923
101,2021,8,8640364
101,2021,9,4842461
101,2021,10,9769414
101,2021,11,3985121
101,2021,12,5068617
101,2022,1,6923624
101,2022,2,8613060
101,2022,3,6498142
101,2022,4,2584605
101,2022,5,1717861
101,2022,6,1526095
101,2022,7,2638728
101,2022,8,4193803
101,2022,9,4312947
101,2022,10,2115295
101,2022,11,9097585
101,2022,12,3269293
101,2023,1,6856034
101,2023,2,8558521
101,2023,3,4880996
101,2023,4,7419359
101,2023,5,2576768
101,2023,6,4687994
101,2023,7,9013884
101,2023,8,3210053
101,2023,9,8659362
101,2023,10,4686049
101,2023,11,4278390
101,2023,12,2923780
102,2019,1,9152964
102,2019,2,9265927
102,2019,3,7408346
102,2019,4,2559931
102,2019,5,779685
102,2019,6,6956891
102,2019,7,883540
102,2019,8,1688903
102,2019,9,2499290
102,2019,10,2031524
102,2019,11,5626972
102,2019,12,576867
102,2020,1,4045555
102,2020,2,3701662
102,2020,3,7060559
102,2020,4,2680206
102,2020,5,8976531
102,2020,6,4581723
102,2020,7,9508692
102,2020,8,2329364
102,2020,9,8623106
102,2020,10,5492826
102,2020,11,6614485
102,2020,12,650235
102,2021,1,9005489
102,2021,2,7381502
102,2021,3,7496360
102,2021,4,4090323
102,2021,5,5345861
102,2021,6,2749274
102,2021,7,2820373
102,2021,8,4283945
102,2021,9,9936372
102,2021,10,9937373
102,2021,11,5388804
102,2021,12,7484401
102,2022,1,7452791
102,2022,2,3567530
102,2022,3,6653668
102,2022,4,9996089
102,2022,5,1447849
102,2022,6,8076839
102,2022,7,9467268
102,2022,8,815740
102,2022,9,7706762
102,2022,10,8892133
102,2022,11,8234582
102,2022,12,3176688
102,2023,1,4960844
102,2023,2,3374603
102,2023,3,6768219
102,2023,4,6538239
102,2023,5,3293829
102,2023,6,6664815
102,2023,7,3017214
102,2023,8,102589
102,2023,9,9348338
102,2023,10,6357523
102,2023,11,748960
102,2023,12,6808155
103,2019,1,9929
103,2019,2,788123
103,2019,3,254376
103,2019,4,634728
103,2019,5,99513
103,2019,6,976940
103,2019,7,878106
103,2019,8,29019
103,2019,9,214450
103,2019,10,767879
103,2019,11,862350
103,2019,12,833724
103,2020,1,181588
103,2020,2,227729
103,2020,3,475296
103,2020,4,813271
103,2020,5,869190
103,2020,6,520828
103,2020,7,733275
103,2020,8,942218
103,2020,9,232487
103,2020,10,663248
103,2020,11,666696
103,2020,12,945341
103,2021,1,347390
103,2021,2,937575
103,2021,3,244081
103,2021,4,953581
103,2021,5,810594
103,2021,6,250858
103,2021,7,503306
103,2021,8,720931
103,2021,9,442991
103,2021,10,616491
103,2021,11,613213
103,2021,12,76002
103,2022,1,177036
103,2022,2,384908
103,2022,3,492374
103,2022,4,423681
103,2022,5,149968
103,2022,6,866061
103,2022,7,762022
103,2022,8,144221
103,2022,9,651002
103,2022,10,216305
103,2022,11,85564
103,2022,12,750130
103,2023,1,45087
103,2023,2,110223
103,2023,3,829192
103,2023,4,948160
103,2023,5,389638
103,2023,6,997820
103,2023,7,328436
103,2023,8,178213
103,2023,9,437407
103,2023,10,180869
103,2023,11,54151
103,2023,12,227335
104,2019,1,15289054
104,2019,2,75119140
104,2019,3,94305055
104,2019,4,73225482
104,2019,5,37958986
104,2019,6,80892685
104,2019,7,37561848
104,2019,8,95955654
104,2019,9,12370161
104,2019,10,34098080
104,2019,11,62895688
104,2019,12,23489524
104,2020,1,69986305
104,2020,2,92562387
104,2020,3,72384170
104,2020,4,46213211
104,2020,5,92624064
104,2020,6,44696734
104,2020,7,33015064
104,2020,8,313035
104,2020,9,18290576
104,2020,10,24703344
104,2020,11,3453826
104,2020,12,23919314
104,2021,1,8256970
104,2021,2,44531416
104,2021,3,89391635
104,2021,4,87027362
104,2021,5,58115461
104,2021,6,19914359
104,2021,7,87197
104,2021,8,82249227
104,2021,9,53115666
104,2021,10,17422615
104,2021,11,62537792
104,2021,12,52112199
104,2022,1,26949910
104,2022,2,59336857
104,2022,3,10553549
104,2022,4,76954458
104,2022,5,15495103
104,2022,6,29486576
104,2022,7,67908063
104,2022,8,25105127
104,2022,9,63505372
104,2022,10,78918025
104,2022,11,25484395
104,2022,12,16690860
104,2023,1,53720717
104,2023,2,39748493
104,2023,3,59733282
104,2023,4,88186497
104,2023,5,16175770
104,2023,6,46236532
104,2023,7,2110561
104,2023,8,45093102
104,2023,9,87130902
104,2023,10,14611465
104,2023,11,42124282
104,2023,12,29457995
105,2019,1,90950
105,2019,2,622570
105,2019,3,414437
105,2019,4,186966
105,2019,5,977069
105,2019,6,281272
105,2019,7,289301
105,2019,8,706022
105,2019,9,218990
105,2019,10,400169
105,2019,11,557262
105,2019,12,600925
105,2020,1,429476
105,2020,2,133628
105,2020,3,302138
105,2020,4,497555
105,2020,5,7288
105,2020,6,860848
105,2020,7,562942
105,2020,8,932798
105,2020,9,769670
105,2020,10,384160
105,2020,11,277486
105,2020,12,959937
105,2021,1,654526
105,2021,2,113183
105,2021,3,431541
105,2021,4,970900
105,2021,5,836641
105,2021,6,180798
105,2021,7,416109
105,2021,8,837475
105,2021,9,868394
105,2021,10,905610
105,2021,11,564812
105,2021,12,981867
105,2022,1,218956
105,2022,2,42116
105,2022,3,314967
105,2022,4,274642
105,2022,5,78960
105,2022,6,411789
105,2022,7,58281
105,2022,8,459007
105,2022,9,652154
105,2022,10,541876
105,2022,11,391314
105,2022,12,449660
105,2023,1,140734
105,2023,2,319761
105,2023,3,578223
105,2023,4,661287
105,2023,5,315824
105,2023,6,335947
105,2023,7,401850
105,2023,8,79729
105,2023,9,186672
105,2023,10,492460
105,2023,11,508584
105,2023,12,893495
106,2019,1,9380
106,2019,2,335600
106,2019,3,641242
106,2019,4,827949
106,2019,5,865447
106,2019,6,886635
106,2019,7,398170
106,2019,8,134184
106,2019,9,695652
106,2019,10,71038
106,2019,11,766816
106,2019,12,363401
106,2020,1,727851
106,2020,2,387213
106,2020,3,957252
106,2020,4,105693
106,2020,5,198575
106,2020,6,484834
106,2020,7,82344
106,2020,8,987014
106,2020,9,623796
106,2020,10,858044
106,2020,11,128417
106,2020,12,976929
106,2021,1,695754
106,2021,2,308928
106,2021,3,979956
106,2021,4,581751
106,2021,5,165971
106,2021,6,928015
106,2021,7,510345
106,2021,8,636466
106,2021,9,703598
106,2021,10,779008
106,2021,11,821908
106,2021,12,982601
106,2022,1,219557
106,2022,2,465157
106,2022,3,385863
106,2022,4,20894
106,2022,5,220549
106,2022,6,800790
106,2022,7,425249
106,2022,8,713197
106,2022,9,205908
106,2022,10,435977
106,2022,11,585277
106,2022,12,295834
106,2023,1,541712
106,2023,2,326376
106,2023,3,87928
106,2023,4,298875
106,2023,5,802223
106,2023,6,605915
106,2023,7,989020
106,2023,8,456505
106,2023,9,472016
106,2023,10,702038
106,2023,11,854922
106,2023,12,154906
107,2019,1,50148369
107,2019,2,19569245
107,2019,3,45296234
107,2019,4,55127097
107,2019,5,2826536
107,2019,6,48441585
107,2019,7,61851155
107,2019,8,83898451
107,2019,9,61726681
107,2019,10,15711073
107,2019,11,63845756
107,2019,12,57400379
107,2020,1,17067688
107,2020,2,6737938
107,2020,3,14405064
107,2020,4,2644623
107,2020,5,96267684
107,2020,6,84037149
107,2020,7,51257007
107,2020,8,22714719
107,2020,9,92326447
107,2020,10,25963606
107,2020,11,4412764
107,2020,12,83492709
107,2021,1,70023476
107,2021,2,81228018
107,2021,3,77802363
107,2021,4,60811738
107,2021,5,46715020
107,2021,6,30319745
107,2021,7,23282757
107,2021,8,52958272
107,2021,9,76826683
107,2021,10,57609981
107,2021,11,98949509
107,2021,12,55761504
107,2022,1,76769148
107,2022,2,43549038
107,2022,3,52144376
107,2022,4,53069092
107,2022,5,2071806
107,2022,6,28390356
107,2022,7,77823975
107,2022,8,16200198
107,2022,9,41169774
107,2022,10,1276924
107,2022,11,67719673
107,2022,12,91000089
107,2023,1,85578133
107,2023,2,20686617
107,2023,3,73717592
107,2023,4,50419288
107,2023,5,90633936
107,2023,6,64622227
107,2023,7,87839344
107,2023,8,51554016
107,2023,9,52342085
107,2023,10,78805543
107,2023,11,18022484
107,2023,12,45009368
108,2019,1,78916521
108,2019,2,63628143
108,2019,3,29305214
108,2019,4,51682641
108,2019,5,49776080
108,2019,6,95351921
108,2019,7,82058461
108,2019,8,35478589
108,2019,9,93813136
108,2019,10,51432057
108,2019,11,48043150
108,2019,12,20868532
108,2020,1,18885916
108,2020,2,9845789
108,2020,3,1584388
108,2020,4,79015520
108,2020,5,64414322
108,2020,6,94274089
108,2020,7,45530611
108,2020,8,19087653
108,2020,9,56932899
108,2020,10,63896878
108,2020,11,17475894
108,2020,12,51503978
108,2021,1,48623382
108,2021,2,29674773
108,2021,3,98612031
108,2021,4,43137855
108,2021,5,58024639
108,2021,6,70797983
108,2021,7,39996539
108,2021,8,97079767
108,2021,9,90916065
108,2021,10,5524575
108,2021,11,45377130
108,2021,12,76615114
108,2022,1,93983796
108,2022,2,89341111
108,2022,3,96185400
108,2022,4,27338469
108,2022,5,15431852
108,2022,6,75729229
108,2022,7,30654373
108,2022,8,1327848
108,2022,9,82611074
108,2022,10,89137679
108,2022,11,62955866
108,2022,12,97524809
108,2023,1,97028050
108,2023,2,32396517
108,2023,3,8293971
108,2023,4,97968821
108,2023,5,76528056
108,2023,6,12971134
108,2023,7,46766380
108,2023,8,99158472
108,2023,9,97723378
108,2023,10,29591452
108,2023,11,85013476
108,2023,12,5472653
109,2019,1,1200374
109,2019,2,7278368
109,2019,3,2278908
109,2019,4,3757792
109,2019,5,4928731
109,2019,6,7870754
109,2019,7,741173
109,2019,8,9212026
109,2019,9,9450984
